Textbox201,Textbox215,Textbox219,Textbox223,Textbox199,Textbox217,Textbox203,Textbox209,Textbox221
#Error,#Error,#Error,#Error,#Error,#Error,#Error,#Error,#Error

Department1,Responsible_Unit1,Operation_Number1,Operation__English_1,Operation_Type1,Modality1,Lending_Instrument1,Operation_Stage1,Team_Leader1,Clause_ID,Clause_Number,Contract_ID,SL_VW_CONTRACT_Operation_Number,UDR,Clause_Status__English_,Clause_Type__English_,B_Clause_Description,Clause_Submission_Date,Clause_Approved_Date,Clause_Original_Expiration_Date,Clause_Current_Expiration_Date,Days_Between_Approval_Date_and_Expiration_Date,Days_to_Expiration
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664372,Artículo 4.01 (a),31523,4871/OC-CR,CID/CCR,FULFILLED,Legal Report,Informe Jurídico por el Prestatario confirmando que las obligaciones contraídas en el Contrato de Préstamo son válidas y exigibles.,12-Apr-2021,13-Apr-2021,17-Sep-2021,17-Sep-2021,157,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664373,Artículo 4.01 (b),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Firmas de Representantes Autorizados por parte del Prestatario,15-Apr-2021,15-Apr-2021,17-Sep-2021,17-Sep-2021,155,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664374,Artículo 4.01 (c),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Cuenta Bancaria en la cual se depositarán los recursos del Préstamo,11-May-2021,11-May-2021,17-Sep-2021,17-Sep-2021,129,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664375,Artículo 4.01 (d),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Sistema de información financiera y estructura de control interno del Organismo Ejecutor adecuados para los propósitos en este Contrato,12-Apr-2021,14-Apr-2021,17-Sep-2021,17-Sep-2021,156,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",670319,Artículo 4.09 (a),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Otras obligaciones especiales de ejecución,08-Dec-2021,05-Jan-2022,17-Mar-2026,17-Mar-2026,1532,-97
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664309,Cláusula 2.04,31523,4871/OC-CR,CID/CCR,TRACK,Financial,Plazo para desembolsos,,,17-Mar-2026,17-Mar-2027,,268
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664369,Cláusula 3.01 (a),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,"Creación del órgano desconcentrado, con personalidad jurídica instrumental, desde la que operará la UCP, adscrita al MJP",17-Mar-2021,14-Apr-2021,17-Sep-2021,17-Sep-2021,156,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664370,Cláusula 3.01 (b),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Equipo de funcionarios asignados del MSP y MJP con perfiles acordados para apoyar el arranque del Programa,11-Apr-2021,14-Apr-2021,17-Sep-2021,17-Sep-2021,156,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664371,Cláusula 3.01 (c) y 4.07 (a) y (b),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,"Manual Operativo del Programa aprobado y en vigencia, incluyendo como anexos IGAS y MGAS-PGAS.",11-May-2021,11-May-2021,17-Sep-2021,17-Sep-2021,129,-1739
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664377,Cláusula 4.06 (a),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Plazo para la iniciación material de las obras del Programa,17-Mar-2026,28-Mar-2026,17-Mar-2025,17-Mar-2026,-11,-97
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664362,Cláusula 4.08 - S1,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe de Mantenimiento de obras y equipos,18-Apr-2024,16-May-2024,31-Mar-2024,31-Mar-2024,-46,-813
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664360,Cláusula 4.08 - S1,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe de Mantenimiento de obras y equipos,24-Feb-2022,15-Mar-2022,31-Mar-2022,31-Mar-2022,16,-1544
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664364,Cláusula 4.08 - S1,31523,4871/OC-CR,CID/CCR,TRACK,Sectorial,Informe de Mantenimiento de obras y equipos,,,31-Mar-2026,31-Mar-2026,,-83
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664361,Cláusula 4.08 - S1,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe de Mantenimiento de obras y equipos,31-Mar-2023,18-Apr-2023,31-Mar-2023,31-Mar-2023,-18,-1179
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664353,Cláusula 4.09 (b),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Convenios Interinstitucionales con MEP para CCPs (Componente 2),25-Mar-2022,19-Mar-2025,17-Mar-2025,17-Mar-2025,-2,-462
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664355,Cláusula 4.09 c),31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Convenios con municipios para la gestión y mantenimiento de las instalaciones y uso de terrenos de CCPs (Componente 2),30-Apr-2025,02-May-2025,17-Mar-2024,30-Apr-2025,-2,-418
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664346,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",15-Aug-2023,27-Sep-2023,15-Aug-2023,15-Aug-2023,-43,-1042
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664350,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",15-Aug-2025,09-Sep-2025,15-Aug-2025,15-Aug-2025,-25,-311
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664351,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",12-Feb-2026,24-Feb-2026,15-Feb-2026,15-Feb-2026,-9,-127
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664349,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",14-Feb-2025,19-Mar-2025,15-Feb-2025,15-Feb-2025,-32,-492
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664348,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",16-Aug-2024,26-Sep-2024,15-Aug-2024,15-Aug-2024,-42,-676
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664344,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",18-Aug-2022,26-Aug-2022,15-Aug-2022,15-Aug-2022,-11,-1407
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664342,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",08-Nov-2021,17-Nov-2021,15-Aug-2021,15-Aug-2021,-94,-1772
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664345,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",15-Feb-2023,08-Mar-2023,15-Feb-2023,15-Feb-2023,-21,-1223
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664343,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",15-Feb-2022,22-Feb-2022,15-Feb-2022,15-Feb-2022,-7,-1588
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664347,Cláusula 5.01 - S1 - S10,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,"Supervisión de la ejecución del Programa (Informe Smestral, PEP, POA, PA y MR)",14-Feb-2024,14-Mar-2024,15-Feb-2024,15-Feb-2024,-28,-858
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664324,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,18-Aug-2022,26-Aug-2022,17-Sep-2022,17-Sep-2022,22,-1374
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664323,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,15-Mar-2022,21-Mar-2022,17-Mar-2022,17-Mar-2022,-4,-1558
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664329,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,17-Mar-2025,25-Mar-2025,17-Mar-2025,17-Mar-2025,-8,-462
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664326,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,15-Aug-2023,27-Sep-2023,17-Sep-2023,17-Sep-2023,-10,-1009
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664325,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,15-Feb-2023,10-Mar-2023,17-Mar-2023,17-Mar-2023,7,-1193
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664327,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,14-Feb-2024,14-Mar-2024,17-Mar-2024,17-Mar-2024,3,-827
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664328,Cláusula 5.02,31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informe Semestral de ejecución presupuestal,16-Aug-2024,26-Sep-2024,17-Sep-2024,17-Sep-2024,-9,-643
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664319,Cláusula 5.02 (i),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informes Financieros semestrales no auditados del Programa,15-Mar-2024,01-Apr-2024,17-Mar-2024,17-Mar-2024,-15,-827
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664320,Cláusula 5.02 (i),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informes Financieros semestrales no auditados del Programa,16-Aug-2024,26-Sep-2024,17-Sep-2024,17-Sep-2024,-9,-643
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664318,Cláusula 5.02 (i),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informes Financieros semestrales no auditados del Programa,04-Sep-2023,07-Sep-2023,17-Sep-2023,17-Sep-2023,10,-1009
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664316,Cláusula 5.02 (i),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informes Financieros semestrales no auditados del Programa,20-Sep-2022,08-Nov-2022,17-Sep-2022,17-Sep-2022,-52,-1374
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664321,Cláusula 5.02 (i),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informes Financieros semestrales no auditados del Programa,17-Mar-2025,24-Mar-2025,17-Mar-2025,17-Mar-2025,-7,-462
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664317,Cláusula 5.02 (i),31523,4871/OC-CR,CID/CCR,FULFILLED,Financial,Informes Financieros semestrales no auditados del Programa,17-Mar-2023,18-Apr-2023,17-Mar-2023,17-Mar-2023,-32,-1193
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664339,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,TRACK,Sectorial,Datos Comparativos anuales de las matrices de resultados,,,17-Sep-2026,17-Sep-2026,,87
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664336,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,24-Mar-2025,27-Mar-2025,17-Mar-2025,17-Mar-2025,-10,-462
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664337,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,18-Sep-2025,23-Sep-2025,17-Sep-2025,17-Sep-2025,-6,-278
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664335,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,17-Sep-2024,26-Sep-2024,17-Sep-2024,17-Sep-2024,-9,-643
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664334,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,15-Mar-2024,01-Apr-2024,17-Mar-2024,17-Mar-2024,-15,-827
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664333,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,29-Sep-2023,11-Oct-2023,17-Sep-2023,17-Sep-2023,-24,-1009
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664331,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,20-Sep-2022,03-Oct-2022,17-Sep-2022,17-Sep-2022,-16,-1374
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664330,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,16-Mar-2022,21-Mar-2022,17-Mar-2022,17-Mar-2022,-4,-1558
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664338,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,31-Mar-2026,21-Apr-2026,17-Mar-2026,17-Mar-2026,-35,-97
IFD,IFD/CIS,CR-L1137,Citizen Security and Violence Prevention Program,LON,GOM,INV,DI,"POSADAS, ARNALDO ENRIQUE",664332,Cláusula 5.03,31523,4871/OC-CR,CID/CCR,FULFILLED,Sectorial,Datos Comparativos anuales de las matrices de resultados,17-Mar-2023,27-Mar-2023,17-Mar-2023,17-Mar-2023,-10,-1193
IFD,IFD/CIS,CR-T1262,Economic and social reintegration of survivors of human trafficking by expanding economic opportunities in the digital era in Costa Rica,TCP,,,DI,"PENA ARANGO, NORMA CONSTANZA",688072,Eligibility Condition,35419,ATN/JO-20645-CR,IFD/CIS,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,21-Feb-2024,21-Feb-2024,18-Apr-2024,18-Apr-2024,57,-795
IFD,IFD/CIS,CR-T1262,Economic and social reintegration of survivors of human trafficking by expanding economic opportunities in the digital era in Costa Rica,TCP,,,DI,"PENA ARANGO, NORMA CONSTANZA",688071,Final Disbursement,35419,ATN/JO-20645-CR,IFD/CIS,TRACK,Financial,Final Disbursement Clause.,,,18-Jan-2027,18-Jan-2028,,575
IFD,IFD/CIS,CR-T1276,Support for the citizen security and justice sector,TCP,,,DI,"POSADAS, ARNALDO ENRIQUE",693847,Eligibility Condition,36117,ATN/OC-21228-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,12-Nov-2024,13-Nov-2024,06-Feb-2025,06-Feb-2025,85,-501
IFD,IFD/CIS,CR-T1276,Support for the citizen security and justice sector,TCP,,,DI,"POSADAS, ARNALDO ENRIQUE",693843,Final Disbursement,36117,ATN/OC-21228-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,06-Nov-2027,06-Nov-2027,,502
IFD,IFD/CIS,CR-T1289,Support for security initiatives,TCP,,,DI,"POSADAS, ARNALDO ENRIQUE",700395,Eligibility Condition,36765,ATN/OC-21758-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,21-Aug-2025,21-Aug-2025,21-Oct-2025,21-Oct-2025,61,-244
IFD,IFD/CIS,CR-T1289,Support for security initiatives,TCP,,,DI,"POSADAS, ARNALDO ENRIQUE",700394,Final Disbursement,36765,ATN/OC-21758-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,21-Jul-2028,21-Jul-2028,,760
IFD,IFD/FMM,CR-T1266,Fiscal Policy for Climate Change in Costa Rica,TCP,,,DI,"ALEJOS MARROQUIN, LUIS ALEJANDRO",684172,Eligibility Condition,34981,ATN/FC-20294-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,31-Aug-2023,31-Aug-2023,28-Nov-2023,28-Nov-2023,89,-937
IFD,IFD/FMM,CR-T1266,Fiscal Policy for Climate Change in Costa Rica,TCP,,,DI,"ALEJOS MARROQUIN, LUIS ALEJANDRO",684166,Final Disbursement,34981,ATN/FC-20294-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,28-Aug-2026,28-Aug-2027,,432
IFD,IFD/FMM,CR-T1286,Strengthening of public investment management in Costa Rica,TCP,,,DI,"ALEJOS MARROQUIN, LUIS ALEJANDRO",694837,Eligibility Condition,36310,ATN/OC-21410-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,13-Dec-2024,13-Dec-2024,05-Mar-2025,05-Mar-2025,82,-474
IFD,IFD/FMM,CR-T1286,Strengthening of public investment management in Costa Rica,TCP,,,DI,"ALEJOS MARROQUIN, LUIS ALEJANDRO",694835,Final Disbursement,36310,ATN/OC-21410-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,05-Dec-2027,05-Dec-2027,,531
IFD,IFD/FMM,CR-T1293,Strengthening of fiscal management capabilities in Costa Rica,TCP,,,DI,"ALEJOS MARROQUIN, LUIS ALEJANDRO",700398,Eligibility Condition,36805,ATN/OC-21784-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,31-Jul-2025,31-Jul-2025,25-Oct-2025,25-Oct-2025,86,-240
IFD,IFD/FMM,CR-T1293,Strengthening of fiscal management capabilities in Costa Rica,TCP,,,DI,"ALEJOS MARROQUIN, LUIS ALEJANDRO",700400,Final Disbursement,36805,ATN/OC-21784-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,25-Jul-2028,25-Jul-2028,,764
IFD,IFD/ICS,CR-T1306,Boosting digital government and transforming institutional culture for user-centered service delivery in Costa Rica,TCP,,,DI,"ARISI, DIEGO",701838,Eligibility Condition,36987,ATN/OC-21955-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,12-Nov-2025,13-Nov-2025,25-Dec-2025,25-Dec-2025,42,-179
IFD,IFD/ICS,CR-T1306,Boosting digital government and transforming institutional culture for user-centered service delivery in Costa Rica,TCP,,,DI,"ARISI, DIEGO",701835,Final Disbursement,36987,ATN/OC-21955-CR,CID/CCR,TRACK,Financial,Final Disbursement Clause.,,,25-Sep-2028,25-Sep-2028,,826
INE,INE/ENE,CR-T1283,Impact of climate change on the country's hydroelectric production and adaptation measures,TCP,,,DI,"MEJIA REYES, EDWIN ORLANDO",692494,Eligibility Condition,35825,ATN/OC-20982-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,03-Sep-2024,03-Sep-2024,30-Oct-2024,30-Oct-2024,57,-600
INE,INE/ENE,CR-T1301,Development of a power system expansion planning methodology with high variable renewable generation in Costa Rica,TCP,,,DI,"MEJIA REYES, EDWIN ORLANDO",702574,Eligibility Condition,37132,ATN/OC-22074-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,05-Nov-2025,11-Nov-2025,30-Jan-2026,30-Jan-2026,80,-143
INE,INE/PPP,CR-T1274,"Implementation of efficient, responsible, and sustainable Public-Private Partnerships in Costa Rica",TCP,,,DI,"SIQUEIRA MORAES, MARCOS",694326,Eligibility Condition,36030,ATN/OC-21153-CR,INE/PPP,FULFILLED,Sectorial Prior Condition,Condition for Eligibility,09-Dec-2024,12-Dec-2024,04-Jan-2025,04-Jan-2025,23,-534
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191156,1.04,5698,3072/CH-CR,CID/CCR,TRACK,Financial,Plazo de último desembolso,13-Nov-2020,,13-Nov-2020,13-Nov-2026,,144
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191155,1.04,5696,3071/OC-CR,CID/CCR,TRACK,Financial,Plazo de último desembolso,13-Nov-2020,,13-Nov-2020,13-Nov-2026,,144
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191162,3.02 (a) (i),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Contratación de entidad o institución encargada de la gestión del programa,04-Mar-2016,04-Mar-2016,13-May-2015,12-May-2016,69,-3693
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191162,3.02 (a) (i),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Contratación de entidad o institución encargada de la gestión del programa,04-Mar-2016,04-Mar-2016,13-May-2015,12-May-2016,69,-3693
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191161,3.02 (a) (ii),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Conformación del Comité de Aprobaciones y Supervisión (CAS),,16-Mar-2015,13-May-2015,13-May-2015,58,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191161,3.02 (a) (ii),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Conformación del Comité de Aprobaciones y Supervisión (CAS),,16-Mar-2015,13-May-2015,13-May-2015,58,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191164,3.02 (a) (iii),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,"Aprobación del MANOP por parte del OE, con no objeción del Banco",06-Oct-2015,15-Oct-2015,13-May-2015,30-Oct-2015,15,-3888
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191164,3.02 (a) (iii),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,"Aprobación del MANOP por parte del OE, con no objeción del Banco",06-Oct-2015,15-Oct-2015,13-May-2015,30-Oct-2015,15,-3888
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691236,3.05,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Otras condiciones especiales para el desembolso y uso de los recursos del préstamo destinados únicamente a la Ruta Nacional 35,08-Jul-2024,08-Jul-2024,09-Jul-2024,09-Jul-2024,1,-713
